trove_id,title,date,trove_url,fulltext_url,filename,status,source_pass,duplicate_of
237052048,Batmans Melbourne The sweet smell of abstinence,1974-12-07,https://trove.nla.gov.au/work/237052048,https://nla.gov.au/nla.obj-1638263803,1974-12-07-batmans-melbourne-the-sweet-smell-of-abstinence.md,written,fetch_batman,
237122213,Batman's Melbourne Victoria gets the massage,1975-09-13,https://trove.nla.gov.au/work/237122213,https://nla.gov.au/nla.obj-1647207137,1975-09-13-batmans-melbourne-victoria-gets-the-massage.md,written,fetch_batman,
237025025,Batman's Melbourne The language of screwballs,1974-07-27,https://trove.nla.gov.au/work/237025025,https://nla.gov.au/nla.obj-1623055417,1974-07-27-batmans-melbourne-the-language-of-screwballs.md,written,fetch_batman,
237023624,Batman's Melbourne Democracy in denim pants,1974-05-04,https://trove.nla.gov.au/work/237023624,https://nla.gov.au/nla.obj-1617035741,1974-05-04-batmans-melbourne-democracy-in-denim-pants.md,written,fetch_batman,
237051472,Batman's Melbourne Divvying up the goodies,1974-10-26,https://trove.nla.gov.au/work/237051472,https://nla.gov.au/nla.obj-1638207012,1974-10-26-batmans-melbourne-divvying-up-the-goodies.md,written,fetch_batman,
237248051,BATMAN'S MELBOURNE VICTORIA: BRING BACK THE LASH?,1971-07-10,https://trove.nla.gov.au/work/237248051,https://nla.gov.au/nla.obj-1722785263,1971-07-10-batmans-melbourne-victoria-bring-back-the-lash.md,written,fetch_batman,
237051199,Batman's Melbourne Warmed by an ancient spirit,1975-03-29,https://trove.nla.gov.au/work/237051199,https://nla.gov.au/nla.obj-1638177915,1975-03-29-batmans-melbourne-warmed-by-an-ancient-spirit.md,written,fetch_batman,
237106823,Batman's Melbourne Quite a scrap over culture,1975-04-12,https://trove.nla.gov.au/work/237106823,https://nla.gov.au/nla.obj-1646197398,1975-04-12-batmans-melbourne-quite-a-scrap-over-culture.md,written,fetch_batman,
237259312,Batman's Melbourne Passionate scenes in the rucks,1975-10-11,https://trove.nla.gov.au/work/237259312,https://nla.gov.au/nla.obj-1742989582,1975-10-11-batmans-melbourne-passionate-scenes-in-the-rucks.md,written,fetch_batman,
237023811,Batman's Melbourne Streaking bad for business,1974-05-11,https://trove.nla.gov.au/work/237023811,https://nla.gov.au/nla.obj-1617372963,1974-05-11-batmans-melbourne-streaking-bad-for-business.md,written,fetch_batman,
237024862,Batman's Melbourne Riding the ritzy rattler,1974-07-20,https://trove.nla.gov.au/work/237024862,https://nla.gov.au/nla.obj-1622588678,1974-07-20-batmans-melbourne-riding-the-ritzy-rattler.md,written,fetch_batman,
237309803,BATMAN'S MELBOURNE A lifetime of penance,1979-05-22,https://trove.nla.gov.au/work/237309803,https://nla.gov.au/nla.obj-1758858471,1979-05-22-batmans-melbourne-a-lifetime-of-penance.md,written,fetch_batman,
237027679,Batman's Melbourne It wouldn’t have done for Harry!,1974-09-28,https://trove.nla.gov.au/work/237027679,https://nla.gov.au/nla.obj-1627972269,1974-09-28-batmans-melbourne-it-wouldn-t-have-done-for-harry.md,written,fetch_batman,
236664269,Batman's Melbourne Ear-bashers’ annual orgy,1973-12-15,https://trove.nla.gov.au/work/236664269,https://nla.gov.au/nla.obj-1503170653,1973-12-15-batmans-melbourne-ear-bashers-annual-orgy.md,written,fetch_batman,
237051381,Batman's Melbourne Enough to make a man flake out,1974-10-19,https://trove.nla.gov.au/work/237051381,https://nla.gov.au/nla.obj-1638197702,1974-10-19-batmans-melbourne-enough-to-make-a-man-flake-out.md,written,fetch_batman,
237310797,BATMAN'S MELBOURNE Shoulder shovels the horse is coming back!,1979-06-19,https://trove.nla.gov.au/work/237310797,https://nla.gov.au/nla.obj-1758950867,1979-06-19-batmans-melbourne-shoulder-shovels-the-horse-is-coming-back.md,written,fetch_batman,
236620786,BATMAN'S MELBOURNE TALKING TURKEY WITH THE ROSEBUDDIES,1971-01-09,https://trove.nla.gov.au/work/236620786,https://nla.gov.au/nla.obj-1473616422,1971-01-09-batmans-melbourne-talking-turkey-with-the-rosebuddies.md,written,fetch_batman,
237432677,Batman's Melbourne They stayed away in droves,1974-10-05,https://trove.nla.gov.au/work/237432677,https://nla.gov.au/nla.obj-1943353108,1974-10-05-batmans-melbourne-they-stayed-away-in-droves.md,written,fetch_batman,
237051564,Batman's Melbourne For wenching and wassail,1974-11-02,https://trove.nla.gov.au/work/237051564,https://nla.gov.au/nla.obj-1638215776,1974-11-02-batmans-melbourne-for-wenching-and-wassail.md,written,fetch_batman,
237024442,Batman's Melbourne Hooked on the blurbs,1974-06-29,https://trove.nla.gov.au/work/237024442,https://nla.gov.au/nla.obj-1620625528,1974-06-29-batmans-melbourne-hooked-on-the-blurbs.md,written,fetch_batman,
237259441,Batman's Melbourne Roman holiday in Canberra,1975-11-15,https://trove.nla.gov.au/work/237259441,https://nla.gov.au/nla.obj-1745530609,1975-11-15-batmans-melbourne-roman-holiday-in-canberra.md,written,fetch_batman,
237123127,Batman's Melbourne Footbrawl is so necessary,1975-07-19,https://trove.nla.gov.au/work/237123127,https://nla.gov.au/nla.obj-1647519208,1975-07-19-batmans-melbourne-footbrawl-is-so-necessary.md,written,fetch_batman,
237027599,Batman's Melbourne Driven close to a breakdown,1974-09-21,https://trove.nla.gov.au/work/237027599,https://nla.gov.au/nla.obj-1627855461,1974-09-21-batmans-melbourne-driven-close-to-a-breakdown.md,written,fetch_batman,
237241527,Batman's Melbourne Slugging it out with snails,1976-03-06,https://trove.nla.gov.au/work/237241527,https://nla.gov.au/nla.obj-1702533188,1976-03-06-batmans-melbourne-slugging-it-out-with-snails.md,written,fetch_batman,
237025268,Batman's Melbourne Averting a beer shortage tragedy,1974-08-17,https://trove.nla.gov.au/work/237025268,https://nla.gov.au/nla.obj-1623654689,1974-08-17-batmans-melbourne-averting-a-beer-shortage-tragedy.md,written,fetch_batman,
237312307,BATMAN'S MEBOURNE The language takes a mauling,1978-02-28,https://trove.nla.gov.au/work/237312307,https://nla.gov.au/nla.obj-1766151905,1978-02-28-batmans-mebourne-the-language-takes-a-mauling.md,written,fetch_batman,
236980795,Batman's Melbourne Bubbling over with enthusiasm,1973-12-08,https://trove.nla.gov.au/work/236980795,https://nla.gov.au/nla.obj-1581859211,1973-12-08-batmans-melbourne-bubbling-over-with-enthusiasm.md,written,fetch_batman,
237311371,BATMAN'S MELBOURNE Art lovers in transports of delight,1979-04-03,https://trove.nla.gov.au/work/237311371,https://nla.gov.au/nla.obj-1758910508,1979-04-03-batmans-melbourne-art-lovers-in-transports-of-delight.md,written,fetch_batman,
237106976,Batman's Melbourne Behind the blood and guts of the Godfather,1975-05-03,https://trove.nla.gov.au/work/237106976,https://nla.gov.au/nla.obj-1646215019,1975-05-03-batmans-melbourne-behind-the-blood-and-guts-of-the-godfather.md,written,fetch_batman,
237261321,Batman's Melbourne Cycling gets the Toorak touch,1975-10-25,https://trove.nla.gov.au/work/237261321,https://nla.gov.au/nla.obj-1743397988,1975-10-25-batmans-melbourne-cycling-gets-the-toorak-touch.md,written,fetch_batman,
237122300,Batman's Melbourne The glories of a sex tax,1975-09-20,https://trove.nla.gov.au/work/237122300,https://nla.gov.au/nla.obj-1647216675,1975-09-20-batmans-melbourne-the-glories-of-a-sex-tax.md,written,fetch_batman,
237106506,"Batman's Melbourne Enough! Jail ’em all, Gough",1975-07-12,https://trove.nla.gov.au/work/237106506,https://nla.gov.au/nla.obj-1646124355,1975-07-12-batmans-melbourne-enough-jail-em-all-gough.md,written,fetch_batman,
237240341,Batman's Melbourne Melbourne returns to silent Sundays,1976-02-14,https://trove.nla.gov.au/work/237240341,https://nla.gov.au/nla.obj-1649310725,1976-02-14-batmans-melbourne-melbourne-returns-to-silent-sundays.md,written,fetch_batman,
237240851,Batman's Melbourne Generation gap a sound barrier,1975-04-26,https://trove.nla.gov.au/work/237240851,https://nla.gov.au/nla.obj-1652251359,1975-04-26-batmans-melbourne-generation-gap-a-sound-barrier.md,written,fetch_batman,
237393010,BATMAN'S MELBOURNE The era of musical cohabitants,1979-04-10,https://trove.nla.gov.au/work/237393010,https://nla.gov.au/nla.obj-1891795152,1979-04-10-batmans-melbourne-the-era-of-musical-cohabitants.md,written,fetch_batman,
237261935,Batman's Melbourne The sad saga of Toby Mick,1975-12-06,https://trove.nla.gov.au/work/237261935,https://nla.gov.au/nla.obj-1745734185,1975-12-06-batmans-melbourne-the-sad-saga-of-toby-mick.md,written,fetch_batman,
237432433,BATMAN'S MELBOURNE Riveting times at the green baize,1979-06-12,https://trove.nla.gov.au/work/237432433,https://nla.gov.au/nla.obj-1955802753,1979-06-12-batmans-melbourne-riveting-times-at-the-green-baize.md,written,fetch_batman,
237119134,Batman's Melbourne A monopoly on fun and games,1975-06-14,https://trove.nla.gov.au/work/237119134,https://nla.gov.au/nla.obj-1646724164,1975-06-14-batmans-melbourne-a-monopoly-on-fun-and-games.md,written,fetch_batman,
237119403,Batman's Melbourne Clubbing in to make ends meet,1975-09-06,https://trove.nla.gov.au/work/237119403,https://nla.gov.au/nla.obj-1646751042,1975-09-06-batmans-melbourne-clubbing-in-to-make-ends-meet.md,written,fetch_batman,
237310715,BATMAN'S MELBOURNE Ail out for Nations! Strike Day,1979-06-05,https://trove.nla.gov.au/work/237310715,https://nla.gov.au/nla.obj-1758936781,1979-06-05-batmans-melbourne-ail-out-for-nations-strike-day.md,written,fetch_batman,
237047270,Batman's Melbourne A camel is fast but man’s smart,1975-01-11,https://trove.nla.gov.au/work/237047270,https://nla.gov.au/nla.obj-1635976362,1975-01-11-batmans-melbourne-a-camel-is-fast-but-man-s-smart.md,written,fetch_batman,
237046580,Batman's Melbourne A lot of fun and games,1974-02-23,https://trove.nla.gov.au/work/237046580,https://nla.gov.au/nla.obj-1635907858,1974-02-23-batmans-melbourne-a-lot-of-fun-and-games.md,written,fetch_batman,
237119055,"Batman's Melbourne A nose wheelie, a tail wheelie",1976-01-24,https://trove.nla.gov.au/work/237119055,https://nla.gov.au/nla.obj-1646716263,1976-01-24-batmans-melbourne-a-nose-wheelie-a-tail-wheelie.md,written,fetch_batman,
237025364,Batman's Melbourne Trams across the border,1974-08-24,https://trove.nla.gov.au/work/237025364,https://nla.gov.au/nla.obj-1624178451,1974-08-24-batmans-melbourne-trams-across-the-border.md,written,fetch_batman,
237261777,Batman's Melbourne Meg must see our abattoir,1975-11-08,https://trove.nla.gov.au/work/237261777,https://nla.gov.au/nla.obj-1745573064,1975-11-08-batmans-melbourne-meg-must-see-our-abattoir.md,written,fetch_batman,
237023997,Batman's Melbourne The canning of the can,1974-06-01,https://trove.nla.gov.au/work/237023997,https://nla.gov.au/nla.obj-1619190045,1974-06-01-batmans-melbourne-the-canning-of-the-can.md,written,fetch_batman,
237024172,Batman's Melbourne Fighting for the fun of it,1974-06-08,https://trove.nla.gov.au/work/237024172,https://nla.gov.au/nla.obj-1619607310,1974-06-08-batmans-melbourne-fighting-for-the-fun-of-it.md,written,fetch_batman,
237118885,Batman's Melbourne Two Up in a black tie,1976-01-10,https://trove.nla.gov.au/work/237118885,https://nla.gov.au/nla.obj-1646698895,1976-01-10-batmans-melbourne-two-up-in-a-black-tie.md,written,fetch_batman,
237122383,Batman's Melbourne Dogs are so utterly IN,1975-09-27,https://trove.nla.gov.au/work/237122383,https://nla.gov.au/nla.obj-1647225970,1975-09-27-batmans-melbourne-dogs-are-so-utterly-in.md,written,fetch_batman,
237051124,Batman's Melbourne Moomba gets the ocker touch,1975-03-22,https://trove.nla.gov.au/work/237051124,https://nla.gov.au/nla.obj-1638168841,1975-03-22-batmans-melbourne-moomba-gets-the-ocker-touch.md,written,fetch_batman,
237118522,Batman's Melbourne Minds bent from way back,1975-05-17,https://trove.nla.gov.au/work/237118522,https://nla.gov.au/nla.obj-1646656755,1975-05-17-batmans-melbourne-minds-bent-from-way-back.md,written,fetch_batman,
237260402,Batman's Melbourne Have you been asked lately...,1975-12-13,https://trove.nla.gov.au/work/237260402,https://nla.gov.au/nla.obj-1746946455,1975-12-13-batmans-melbourne-have-you-been-asked-lately.md,written,fetch_batman,
236664356,Batman's Melbourne How to launch a custard pie,1974-04-06,https://trove.nla.gov.au/work/236664356,https://nla.gov.au/nla.obj-1503179476,1974-04-06-batmans-melbourne-how-to-launch-a-custard-pie.md,written,fetch_batman,
237046847,Batman's Melbourne A vineyard to end all vineyards,1974-03-23,https://trove.nla.gov.au/work/237046847,https://nla.gov.au/nla.obj-1635933846,1974-03-23-batmans-melbourne-a-vineyard-to-end-all-vineyards.md,written,fetch_batman,
236980702,Batman's Melbourne The heart of the matter,1973-11-24,https://trove.nla.gov.au/work/236980702,https://nla.gov.au/nla.obj-1581849592,1973-11-24-batmans-melbourne-the-heart-of-the-matter.md,written,fetch_batman,
237046764,Batman's Melbourne On the outer in underwear,1974-03-02,https://trove.nla.gov.au/work/237046764,https://nla.gov.au/nla.obj-1635925219,1974-03-02-batmans-melbourne-on-the-outer-in-underwear.md,written,fetch_batman,
237024256,Batman's Melbourne There’ll always be an England...,1974-06-15,https://trove.nla.gov.au/work/237024256,https://nla.gov.au/nla.obj-1620345811,1974-06-15-batmans-melbourne-there-ll-always-be-an-england.md,written,fetch_batman,
237081475,BATMAN'S MELBOURNE THE BARE FACTS ON SEXUAL INFLATION,1971-10-30,https://trove.nla.gov.au/work/237081475,https://nla.gov.au/nla.obj-1641605401,1971-10-30-batmans-melbourne-the-bare-facts-on-sexual-inflation.md,written,fetch_batman,
237025531,Batman's Melbourne Victoria’s $1.75m history spend-up,1974-08-31,https://trove.nla.gov.au/work/237025531,https://nla.gov.au/nla.obj-1624511846,1974-08-31-batmans-melbourne-victoria-s-1-75m-history-spend-up.md,written,fetch_batman,
237081106,BATMAN'S MELBOURNE THE VERY HARD WEEK THAT WAS,1971-11-06,https://trove.nla.gov.au/work/237081106,https://nla.gov.au/nla.obj-1641565184,1971-11-06-batmans-melbourne-the-very-hard-week-that-was.md,written,fetch_batman,
237119304,Batman's Melbourne Porn forces in for a fight,1975-06-21,https://trove.nla.gov.au/work/237119304,https://nla.gov.au/nla.obj-1646741811,1975-06-21-batmans-melbourne-porn-forces-in-for-a-fight.md,written,fetch_batman,
237051744,Batman's Melbourne Topweight of turf books,1974-11-16,https://trove.nla.gov.au/work/237051744,https://nla.gov.au/nla.obj-1638234864,1974-11-16-batmans-melbourne-topweight-of-turf-books.md,written,fetch_batman,
237119221,Batman's Melbourne Meeting over a few quiet biers,1975-08-30,https://trove.nla.gov.au/work/237119221,https://nla.gov.au/nla.obj-1646733123,1975-08-30-batmans-melbourne-meeting-over-a-few-quiet-biers.md,written,fetch_batman,
236598037,BATMAN'S MELBOURNE SEE WHAT HAPPENS WHEN RULES BECOME A RELIGION,1970-04-18,https://trove.nla.gov.au/work/236598037,https://nla.gov.au/nla.obj-1451632987,1970-04-18-batmans-melbourne-see-what-happens-when-rules-become-a-religion.md,written,fetch_batman,
237046027,Batman's Melbourne Anyone in need of a silver elephant howdah?,1974-02-16,https://trove.nla.gov.au/work/237046027,https://nla.gov.au/nla.obj-1635302382,1974-02-16-batmans-melbourne-anyone-in-need-of-a-silver-elephant-howdah.md,written,fetch_batman,
237025189,Batman's Melbourne The Noble Game on the big screen,1974-08-10,https://trove.nla.gov.au/work/237025189,https://nla.gov.au/nla.obj-1623383353,1974-08-10-batmans-melbourne-the-noble-game-on-the-big-screen.md,written,fetch_batman,
237024086,Batman's Melbourne The boss is busy in room 350,1974-05-25,https://trove.nla.gov.au/work/237024086,https://nla.gov.au/nla.obj-1619226542,1974-05-25-batmans-melbourne-the-boss-is-busy-in-room-350.md,written,fetch_batman,
237312201,BATMAN'S MELBOURNE How to keep Norm in his place,1978-01-24,https://trove.nla.gov.au/work/237312201,https://nla.gov.au/nla.obj-1765595724,1978-01-24-batmans-melbourne-how-to-keep-norm-in-his-place.md,written,fetch_batman,
236639804,BATMAN'S MELBOURNE DOWN THE PARIS END OF COLLINS STREET,1971-06-26,https://trove.nla.gov.au/work/236639804,https://nla.gov.au/nla.obj-1486549932,1971-06-26-batmans-melbourne-down-the-paris-end-of-collins-street.md,written,fetch_batman,
237023706,Batman's Melbourne Mainly froth and bubbles,1974-04-27,https://trove.nla.gov.au/work/237023706,https://nla.gov.au/nla.obj-1617179282,1974-04-27-batmans-melbourne-mainly-froth-and-bubbles.md,written,fetch_batman,
237050830,Batman's Melbourne Happiness is an island,1975-03-01,https://trove.nla.gov.au/work/237050830,https://nla.gov.au/nla.obj-1638142708,1975-03-01-batmans-melbourne-happiness-is-an-island.md,written,fetch_batman,
237051865,Batman's Melbourne Breaking the grass barrier,1974-11-23,https://trove.nla.gov.au/work/237051865,https://nla.gov.au/nla.obj-1638244504,1974-11-23-batmans-melbourne-breaking-the-grass-barrier.md,written,fetch_batman,
237123426,Batman's Melbourne Many a slip in champagne Test,1975-08-02,https://trove.nla.gov.au/work/237123426,https://nla.gov.au/nla.obj-1647557567,1975-08-02-batmans-melbourne-many-a-slip-in-champagne-test.md,written,fetch_batman,
237244477,"BATMAN'S MELBOURNE MARRIAGE A LA MODE SPANISH, MEDIEVAL OR OZ",1971-08-14,https://trove.nla.gov.au/work/237244477,https://nla.gov.au/nla.obj-1723501215,1971-08-14-batmans-melbourne-marriage-a-la-mode-spanish-medieval-or-oz.md,written,fetch_batman,
237263175,Batman's Melbourne Sex and sadism make history a best seller,1975-10-04,https://trove.nla.gov.au/work/237263175,https://nla.gov.au/nla.obj-1742670495,1975-10-04-batmans-melbourne-sex-and-sadism-make-history-a-best-seller.md,written,fetch_batman,
237025444,Batman's Melbourne Garden gnomes in striped suits?,1974-09-07,https://trove.nla.gov.au/work/237025444,https://nla.gov.au/nla.obj-1624380410,1974-09-07-batmans-melbourne-garden-gnomes-in-striped-suits.md,written,fetch_batman,
237308068,BATMAN'S MELBOURNE Electronics the key to success,1979-05-15,https://trove.nla.gov.au/work/237308068,https://nla.gov.au/nla.obj-1758872143,1979-05-15-batmans-melbourne-electronics-the-key-to-success.md,written,fetch_batman,
237050525,Batman's Melbourne Sinking in the sea of memory,1975-02-01,https://trove.nla.gov.au/work/237050525,https://nla.gov.au/nla.obj-1638112253,1975-02-01-batmans-melbourne-sinking-in-the-sea-of-memory.md,written,fetch_batman,
236663986,Batman's Melbourne Getting a visa for Ayers Rock,1973-11-17,https://trove.nla.gov.au/work/236663986,https://nla.gov.au/nla.obj-1503142970,1973-11-17-batmans-melbourne-getting-a-visa-for-ayers-rock.md,written,fetch_batman,
236597853,BATMAN'S MELBOURNE I'M IN THE MOOG FOR LOVE,1970-04-25,https://trove.nla.gov.au/work/236597853,https://nla.gov.au/nla.obj-1451423299,1970-04-25-batmans-melbourne-im-in-the-moog-for-love.md,written,fetch_batman,
237057635,BATMAN'S MELBOURNE Jerilderie gives Ned a fair go,1979-02-27,https://trove.nla.gov.au/work/237057635,https://nla.gov.au/nla.obj-1638879543,1979-02-27-batmans-melbourne-jerilderie-gives-ned-a-fair-go.md,written,fetch_batman,
237081558,BATMAN'S MELBOURNE NOW IT'S HARD TO BE CAUGHT WITH A KIDS' MOVIE,1971-11-27,https://trove.nla.gov.au/work/237081558,https://nla.gov.au/nla.obj-1641614185,1971-11-27-batmans-melbourne-now-its-hard-to-be-caught-with-a-kids-movie.md,written,fetch_batman,
237246850,BATMAN'S MELBOURNE The wowsers still pack a solid vote.,1977-04-30,https://trove.nla.gov.au/work/237246850,https://nla.gov.au/nla.obj-1727362873,1977-04-30-batmans-melbourne-the-wowsers-still-pack-a-solid-vote.md,written,fetch_batman,
237252811,"BATMAN'S MELBOURNE After 17 years, Batman goes west",1979-07-10,https://trove.nla.gov.au/work/237252811,https://nla.gov.au/nla.obj-1739083418,1979-07-10-batmans-melbourne-after-17-years-batman-goes-west.md,written,fetch_batman,
237058015,BATMAN'S MELBOURNE A festival of light beers,1979-03-27,https://trove.nla.gov.au/work/237058015,https://nla.gov.au/nla.obj-1638988132,1979-03-27-batmans-melbourne-a-festival-of-light-beers.md,written,fetch_batman,
237106726,"Batman's Melbourne Compose yourself, compost is IN",1975-04-05,https://trove.nla.gov.au/work/237106726,https://nla.gov.au/nla.obj-1646188437,1975-04-05-batmans-melbourne-compose-yourself-compost-is-in.md,written,fetch_batman,
237241284,Batman's Melbourne A rib-rattling good Test,1975-07-26,https://trove.nla.gov.au/work/237241284,https://nla.gov.au/nla.obj-1653996459,1975-07-26-batmans-melbourne-a-rib-rattling-good-test.md,written,fetch_batman,
237050922,Batman's Melbourne Swinging along with a Tiger,1975-03-08,https://trove.nla.gov.au/work/237050922,https://nla.gov.au/nla.obj-1638150337,1975-03-08-batmans-melbourne-swinging-along-with-a-tiger.md,written,fetch_batman,
237106422,"Batman's Melbourne Pity the poor, pursued male",1975-07-05,https://trove.nla.gov.au/work/237106422,https://nla.gov.au/nla.obj-1646031751,1975-07-05-batmans-melbourne-pity-the-poor-pursued-male.md,written,fetch_batman,
237317602,BATMAN'S MELBOURNE A serious case of maladjustment,1979-03-13,https://trove.nla.gov.au/work/237317602,https://nla.gov.au/nla.obj-1774714524,1979-03-13-batmans-melbourne-a-serious-case-of-maladjustment.md,written,fetch_batman,
237242236,Batmans Melbourne The economic urge to merge,1975-05-10,https://trove.nla.gov.au/work/237242236,https://nla.gov.au/nla.obj-1652656265,1975-05-10-batmans-melbourne-the-economic-urge-to-merge.md,written,fetch_batman,
237046929,Batman's Melbourne Cars that dreams are made of,1974-03-16,https://trove.nla.gov.au/work/237046929,https://nla.gov.au/nla.obj-1635941858,1974-03-16-batmans-melbourne-cars-that-dreams-are-made-of.md,written,fetch_batman,
236622293,BATMAN'S MELBOURNE PEACHES AND CREAM IN A SOULFUL SETTING,1971-04-24,https://trove.nla.gov.au/work/236622293,https://nla.gov.au/nla.obj-1479060761,1971-04-24-batmans-melbourne-peaches-and-cream-in-a-soulful-setting.md,written,fetch_batman,
237050753,Batman's Melbourne Long life – let’s drink to it,1975-02-22,https://trove.nla.gov.au/work/237050753,https://nla.gov.au/nla.obj-1638134296,1975-02-22-batmans-melbourne-long-life-let-s-drink-to-it.md,written,fetch_batman,
237310462,"BATMAN'S MELBOURNE Rosemary, baby, you were just too much!",1979-05-29,https://trove.nla.gov.au/work/237310462,https://nla.gov.au/nla.obj-1758923617,1979-05-29-batmans-melbourne-rosemary-baby-you-were-just-too-much.md,written,fetch_batman,
237050601,Batman's Melbourne Rocking along in the Sunbury mud,1975-02-08,https://trove.nla.gov.au/work/237050601,https://nla.gov.au/nla.obj-1638119292,1975-02-08-batmans-melbourne-rocking-along-in-the-sunbury-mud.md,written,fetch_batman,
237392444,BATMAN'S MELBOURNE How sinful Sydney got Melbourne’s Sunday footy,1979-05-08,https://trove.nla.gov.au/work/237392444,https://nla.gov.au/nla.obj-1891783066,1979-05-08-batmans-melbourne-how-sinful-sydney-got-melbourne-s-sunday-footy.md,written,fetch_batman,
236301467,BATMAN'S MILDURA BEHIND BARS—IT JUST HAPPENED THAT WAY,1970-09-19,https://trove.nla.gov.au/work/236301467,https://nla.gov.au/nla.obj-1211187771,1970-09-19-batmans-mildura-behind-bars-it-just-happened-that-way.md,written,fetch_batman,
237253862,"BATMAN'S MELBOURNE A bridge of beauty, but a toll forever",1978-06-20,https://trove.nla.gov.au/work/237253862,https://nla.gov.au/nla.obj-1739102876,1978-06-20-batmans-melbourne-a-bridge-of-beauty-but-a-toll-forever.md,written,fetch_batman,
236663705,Batman's Melbourne Fashion gets it in the neck,1973-11-03,https://trove.nla.gov.au/work/236663705,https://nla.gov.au/nla.obj-1503112499,1973-11-03-batmans-melbourne-fashion-gets-it-in-the-neck.md,written,fetch_batman,
237393278,BATMAN'S MELBOURNE A dinkum Oz with a love of the wilderness,1979-04-17,https://trove.nla.gov.au/work/237393278,https://nla.gov.au/nla.obj-1891809739,1979-04-17-batmans-melbourne-a-dinkum-oz-with-a-love-of-the-wilderness.md,written,fetch_batman,
236663796,Batman's Melbourne From Rolls-Royce to push-bike,1973-10-27,https://trove.nla.gov.au/work/236663796,https://nla.gov.au/nla.obj-1503123394,1973-10-27-batmans-melbourne-from-rolls-royce-to-push-bike.md,written,fetch_batman,
236663266,Batman's Melbourne Not a pigmy lady in sight,1973-10-06,https://trove.nla.gov.au/work/236663266,https://nla.gov.au/nla.obj-1502259742,1973-10-06-batmans-melbourne-not-a-pigmy-lady-in-sight.md,written,fetch_batman,
237023899,Batman's Melbourne Room to learn at the top,1974-05-18,https://trove.nla.gov.au/work/237023899,https://nla.gov.au/nla.obj-1618885892,1974-05-18-batmans-melbourne-room-to-learn-at-the-top.md,written,fetch_batman,
237025104,Batman's Melbourne Drink your way round the world,1974-08-03,https://trove.nla.gov.au/work/237025104,https://nla.gov.au/nla.obj-1623328950,1974-08-03-batmans-melbourne-drink-your-way-round-the-world.md,written,fetch_batman,
